"key","message","comment","context"
"Quantity in database","数据库中的数量",,
"Quantity is required on line %d.","第 %d 行需要数量。",,
"Rack","货柜",,
"Racks range","货柜范围",,
"Real Qty","实际数量",,
"Real Quantity","实际数量",,
"Real qty","实际数量",,
"Real qty updated;","实际数量已更新。",,
"Real quantity must not be equal to 0 and should be less than expected quantity.","实际数量不应等于 0 且应小于预期数量。",,
"Real quantity problem","实际数量问题",,
"Real valuation","实际估价",,
"Real/Current Quantity","实际/当前数量",,
"Realize","实现",,
"Realize picking","拣货",,
"Realize stock moves upon parcel/pallet collection","在收集包裹/托盘时实现移库",,
"Realize storing","存储",,
"Realized","已实现",,
"Realized stock move lines","已实现的移库行",,
"Reason","原因",,
"Reason updated;","原因已更新。",,
"Receipt default stock location","默认收货库存位置",,
"Receipt stock move","收货移动",,
"Recompute stock location lines","重新计算库存位置行",,
"Ref.","参考",,
"Refill Qty","补货数量",,
"Refill type","补货类型",,
"Refresh the products net mass","刷新产品的净质量",,
"Regime","制度",,
"Related tracking numbers","相关跟踪号",,
"Rental loan leasing more than 24 months","租赁、贷款、超过 24 个月的租赁",,
"Replacement of non returned goods","更换未退回的商品",,
"Replacement of returned goods","更换退回的商品",,
"Reportings","报告",,
"Reports","报告",,
"Request completed","请求已完成。",,
"Request reservation","请求预留",,
"Require to fill conformity for products ticked 'Control on Receipt'","要求填写标记为“收货控制”的产品的符合性",,
"Require to fill the shipment information","收货时需要填写发货信息",,
"Reservation requested","已请求预留",,
"Reserved qty","预留数量",,
"Return Surplus","返回多余部分",,
"Return of goods","商品退货",,
"Return surplus","生成退货",,
"Reversions","退货单",,
"Sale Qty by tracking","按跟踪号的销售数量",,
"Sale price","销售价格",,
"Sale tracking management","销售跟踪管理",,
"Sale value","销售价值",,
"Same company","同一公司",,
"Same from stock location and to stock location","相同的来源库存位置和目标库存位置",,
"Same manuf order","相同的生产订单",,
"Same partner","相同的合作伙伴",,
"Same trading name","相同的贸易名称",,
"Search","搜索",,
"See stock details","查看库存详情",,
"See stock move lines","查看移库行",,
"Select format to Export","选择导出格式",,
"Select products from location","从位置选择产品",,
"Select tracking numbers","选择跟踪号",,
"Selected move lines to add","选择要添加的移动行",,
"Selected quantity","选择的数量",,
"Seller","卖家",,
"Send email on stock move realization","在移库实现时发送电子邮件",,
"Send email on supplier arrival cancellation","在取消供应商到货时发送电子邮件",,
"Send email when planning stock move","在计划移库时发送电子邮件",,
"Send email when saving logistical form","在保存物流表单时发送电子邮件",,
"Send notification","发送通知",,
"Separate the shipment operations","分离发货操作",,
"Seq.","序号",,
"Sequence","序列",,
"Serial Nbr","序列号",,
"Ship/Receive all products","发货/接收所有产品",,
"Shipment Mode","发货模式",,
"Shipment mode","发货模式",,
"Shipped date","发货日期",,
"Shipped qty","发货数量",,
"Shipping default stock location","默认发货库存位置",,
"Show Generated Stock Move","显示生成的移库",,
"Show detailed stock","显示详细库存",,
"Show stock move lines","显示移库行",,
"Show stock move(s)","显示移库",,
"Signatory user","签字人",,
"Site","站点",,
"Source and destination locations are empty","来源和目标位置为空",,
"Source location","来源位置",,
"Special operations","特殊操作",,
"Special split","特殊拆分",,
"Specify the barcode type by stock location","按库存位置指定条码类型",,
"Specify the barcode type by tracking number configuration","按跟踪号配置指定条码类型",,
"Split","拆分",,
"Split by tracking numbers","按跟踪号拆分",,
"Split by unit","按单位拆分",,
"Split in Qty of","按数量拆分",,
"Split into 2","拆分为 2",,
"Split into fulfilled line and unfulfilled one","拆分为已满足行和未满足行",,
"Split quantity cannot be higher than real quantity.","拆分数量不能高于实际数量",,
"Split quantity cannot be negative.","拆分数量不能为负数",,
"Start","开始",,
"State","状态",,
"Status","状态",,
"Status must be planned or draft","状态必须为计划或草稿",,
"Status updated;","状态已更新。",,
"Step","步骤",,
"Stock","库存",,
"Stock Batch","库存批次",,
"Stock Correction","库存修正",,
"Stock Correction Reason","库存修正原因",,
"Stock Correction Reasons","库存修正原因",,
"Stock Corrections","库存修正",,
"Stock History","库存历史",,
"Stock Location","库存位置",,
"Stock Location Tree","库存位置树",,
"Stock Location content","库存位置内容",,
"Stock Locations","库存位置",,
"Stock Locations content","库存位置内容",,
"Stock Move","移库",,
"Stock Move Lines","移库行",,
"Stock Move Origin","移库来源",,
"Stock Moves","移库",,
"Stock Moves consumption historical","历史消耗移库",,
"Stock Moves consumption planned","计划消耗移库",,
"Stock Moves historical","历史移库",,
"Stock Moves planned","计划移库",,
"Stock Rules","库存规则",,
"Stock batch","库存批次",,
"Stock batches","库存批次",,
"Stock config","库存配置",,
"Stock config (${ name })","库存配置 (${ name })",,
"Stock configuration","库存配置",,
"Stock configurations","库存配置",,
"Stock control","库存控制",,
"Stock correction","库存修正",,
"Stock history","库存历史",,
"Stock history line","库存历史行",,
"Stock history lines","库存历史行",,
"Stock location","库存位置",,
"Stock location barcode type","库存位置条码类型",,
"Stock location content","库存位置内容",,
"Stock location details","库存位置详情",,
"Stock location filters","库存位置过滤器",,
"Stock location is missing for these lines : %s","这些行缺少库存位置：%s",,
"Stock location line","库存位置行",,
"Stock location line history","库存位置行历史",,
"Stock location lines","库存位置行",,
"Stock location lines by product","按产品的库存位置行",,
"Stock location template","库存位置模板",,
"Stock location tree","库存位置树",,
"Stock location value","库存位置价值",,
"Stock location value on form view","库存位置价值（表单视图）",,
"Stock location(s)","库存位置",,
"Stock locations","库存位置",,
"Stock managed","库存管理",,
"Stock management","库存管理",,
"Stock move","移库",,
"Stock move content","移库内容",,
"Stock move information","移库信息",,
"Stock move line","移库行",,
"Stock move line filters","移库行过滤器",,
"Stock move line is required on line %d.","第 %d 行需要移库行。",,
"Stock move line quantity availability.","移库行数量可用性。",,
"Stock move lines","移库行",,
"Stock move lines to select","要选择的移库行",,
"Stock move printing settings","移库打印设置",,
"Stock move with id %s successfully realized.","ID 为%s的移库已成功实现。",,
"Stock moves","移库",,
"Stock per day","每日库存",,
"Stock reservation feature cannot be active when we are managing stock locations on stock move line.","当在移库行中管理库存位置时，库存预留功能不能启用。",,
"Stock rule","库存规则",,
"Stock rule information","库存规则信息",,
"Stock rules","库存规则",,
"Stock rules created","已创建的库存规则",,
"Stock's movement's type undefined","移库类型未定义",,
"StockLocation.accountingValue","会计价值",,
"StockLocation.code","代码",,
"StockLocation.date","日期",,
"StockLocation.detailsByStockLocation","按库存位置的详细信息",,
"StockLocation.location","库存位置",,
"StockLocation.locationAndSubLocationsTotalContent","库存位置及其子位置的总内容",,
"StockLocation.locationFinancialData","库存位置财务数据",,
"StockLocation.locationTotalContent","库存位置总内容",,
"StockLocation.locations","库存位置",,
"StockLocation.productName","产品名称",,
"StockLocation.purchaseValue","采购价值",,
"StockLocation.qtyUnit","数量/单位",,
"StockLocation.saleValue","销售价值",,
"StockLocation.stockLocationContent","库存位置内容",,
"StockLocation.total","总计",,
"StockLocation.totalAccountingValue","总会计价值",,
"StockLocation.totalPurchaseValue","总采购价值",,
"StockLocation.totalSaleValue","总销售价值",,
"StockLocation.totalWapValue","总平均采购价价值",,
"StockLocation.unitValue","单位价值",,
"StockLocation.wapValue","平均采购价价值",,
"StockMove.barcode","条码",,
"StockMove.comments","备注",,
"StockMove.customer","客户",,
"StockMove.customerPartnerSeq","客户编号",,
"StockMove.date","日期",,
"StockMove.deliveryAddress","交货地址",,
"StockMove.deliveryDetails","交货详情",,
"StockMove.deliveryOrder","出库单",,
"StockMove.description","描述",,
"StockMove.grossMass","毛重",,
"StockMove.internalMove","内部移动",,
"StockMove.ispm","需要 ISPM15",,
"StockMove.lotNoRef","批次号/参考",,
"StockMove.mass","质量",,
"StockMove.movePreparedBy","移动准备人",,
"StockMove.netMass","净重",,
"StockMove.numOfPackages","包裹数量",,
"StockMove.numOfPalettes","托盘数量",,
"StockMove.orderDate","订单日期",,
"StockMove.pickingOrder","拣货单",,
"StockMove.product","产品",,
"StockMove.productionNote","生产备注",,
"StockMove.purchaseOrder","采购订单",,
"StockMove.qtyUnit","数量/单位",,
"StockMove.rackNbr","货柜号",,
"StockMove.receivedBy","接收人",,
"StockMove.receptionOrder","入库单",,
"StockMove.reference","参考",,
"StockMove.stockPreparedBy","库存准备人",,
"StockMove.supplierPartnerSeq","供应商编号",,
"StockMove.unitPrice","单价",,
"StockMove.variant","变体",,
"Stocks","库存",,
"Store","存储",,
"Store all / the rest","存储全部 / 剩余",,
"Store products","存储产品",,
"Stored","已存储",,
"Stored product list","已存储产品列表",,
"Stored products","已存储产品",,
"Stored qty","已存储数量",,
"Stored qty / Qty to store","已存储数量 / 要存储数量",,
"Successfully updated","更新成功。",,
"Supplementary unit","补充单位",,
"Supplier","供应商",,
"Supplier Shipment Date","供应商发货日期",,
"Supplier Shipment Ref","供应商发货参考",,
"Supplier arrival product qty","供应商到货产品数量",,
"Supplier arrivals","供应商到货",,
"Supplier arrivals filters","供应商到货过滤器",,
"Supplier quality rating","供应商质量评级",,
"Supplier returns","供应商退货",,
"Supplier virtual stock location","供应商虚拟库存位置",,
"Team to alert","要通知的团队",,
"Text in certificate of conformity","合格证中的文本",,
"The move doesn't contain any product, do you wish to continue ?","该移库不包含任何产品，您希望继续吗？",,
"The partner's language is different from the current language. Description and product name are in :","合作伙伴的语言与当前语言不同。描述和产品名称为：",,
"The product %s have already been stored","产品%s已经被存储",,
"The product %s is missing a stock location (source or dest). Please make sure that the cart stock location and stock location in the product is filled.","产品%s缺少库存位置（来源或目标）。请确保购物车库存位置和产品中的库存位置已填写。",,
"The product is not available in the stock location source indicated (%s)","产品在指定的来源库存位置 (%s) 中不可用",,
"The quantity by lot must be greater than 0","每批次的数量必须大于 0。",,
"The template to send message on realization is missing.","缺少实现时发送消息的模板。",,
"The template to send message on save is missing.","缺少保存时发送消息的模板。",,
"The total net mass is higher than the total gross mass.","总净重高于总毛重。",,
"The tracking number configuration quantity is equal to zero, it must be at least one.","跟踪号配置的数量为零，必须至少为一个。",,
"The type of cancel reason doesn't match with stock move","取消原因的类型与移库不匹配。",,
"The unit is missing on a stock location line","库存位置行中缺少单位",,
"There is currently no such file in the specified folder or the folder may not exists.","指定文件夹中目前没有此类文件或文件夹可能不存在。",,
"There is more than one line for same product with same tracking number.","对于相同产品和相同跟踪号存在多行库存行",,
"There's already an existing storage, you must deactivate it first","已经存在一个默认存储，您必须先停用它",,
"There's no configured sequence for inventory for company","公司未配置库存序列",,
"There's no configured sequence for mass stock move for the company %s","公司%s未配置批量移库序列",,
"There's no configured sequence for stock's delivery for the company %s","公司%s未配置库存发货序列",,
"There's no configured sequence for stock's intern moves for the company %s","公司%s未配置库存内部移动序列",,
"There's no configured sequence for stock's receptions for the company %s","公司%s未配置库存收货序列",,
"There's no configured sequence for tracking number for the product %s:%s","产品%s:%s 未配置跟踪号序列",,
"There's no destination stock location selected for the stock's movement %s","移库%s未选择目标库存位置",,
"There's no product in stock location.","库存位置中没有产品。",,
"There's no source stock location selected for the stock's movement %s","移库%s未选择来源库存位置",,
"This batch will recompute stock location quantities and reset all WAP history lines, are you sure you want to continue ?","此批处理将重新计算库存位置数量并重置所有 WAP 历史行，您确定要继续吗？",,
"This field can have one of the following values (Purchase, Manufacturing, Inventory, Sale, Manual). The value is fixed when the tracking number is created.","此字段可以具有以下值之一：采购、生产、库存、销售、手动。该值在创建跟踪号时确定。",,
"This stock move will have a huge impact (more than","此移库将产生巨大影响（超过",,
"Time before expiry (in days)","过期前时间（天）",,
"Title","标题",,
"Title of dimension name (0)","维度名称(0)的标题",,
"Title of dimension name (1)","维度名称(1)的标题",,
"Title of dimension name (2)","维度名称(2)的标题",,
"Title of dimension name (3)","维度名称(3)的标题",,
"To","到",,
"To Date","到日期",,
"To address","到地址",,
"To pick","要拣选",,
"To rack","到货柜",,
"To stock location","目标库存位置",,
"To store","要存储",,
"Today","今天",,
"Today Arrivals","今天到货",,
"Tolerance on WAP changes (%)","WAP变化容差(%)",,
"Too many iterations while trying to generate stock move line with tracking numbers.","尝试使用跟踪号生成移库行时迭代次数过多。",,
"Tools","工具",,
"Total","总计",,
"Total W.T.","总计不含税",,
"Total gross mass","总毛重",,
"Total net mass","总净重",,
"Total quantity for %s: %s (expected: %s)","%s的总数量：%s（预期：%s）",,
"Total volume (m³)","总体积 (m³)",,
"Tracking","跟踪",,
"Tracking Nbr","跟踪号",,
"Tracking Nbr.","跟踪号",,
"Tracking Nbr. Config.","跟踪号配置",,
"Tracking Number","跟踪号",,
"Tracking Number Configuration","跟踪号配置",,
"Tracking Number Configuration profile","跟踪号配置配置文件",,
"Tracking Number Configuration profiles","跟踪号配置配置文件",,
"Tracking Number Search","跟踪号搜索",,
"Tracking Numbers","跟踪号",,
"Tracking no.","跟踪号",,
"Tracking number","跟踪号",,
"Tracking number barcode type","跟踪号条码类型",,
"Tracking number configuration","跟踪号配置",,
"Tracking number configuration profile","跟踪号配置配置文件",,
"Tracking number search","跟踪号搜索",,
"Tracking number's children","跟踪号的子节点",,
"Tracking number's direct parents","跟踪号的直接父节点",,
"Tracking number's origin parents","跟踪号的来源父节点",,
"Tracking number's parents","跟踪号的父节点",,
"Tracking number's types","跟踪号的类型",,
"TrackingNumber","跟踪号",,
"Trading Name","贸易名称",,
"Trading name","贸易名称",,
"Transaction leading to property transfer","导致财产转让的交易",,
"Transfers under inward processing","在加工过程中的转移",,
"Transition location (cart)","过渡位置（购物车）",,
"Transport by air","航空运输",,
"Transport by inland waterway","内河运输",,
"Transport by rail","铁路运输",,
"Transport by road","公路运输",,
"Transport by sea","海运",,
"Type","类型",,
"Type Status","类型状态",,
"Type is required on line %d.","类型在第 %d 行是必需的。",,
"Type select","类型选择",,
"Unavailable","不可用",,
"Unit","单位",,
"Unit net mass","单位净重",,
"Unit of mass","质量单位",,
"Unit price","单价",,
"Unit weight in kg","单位重量（千克）",,
"Unknown account selection","未知账户选择",,
"Unknown object, can not get service","未知对象，无法获取服务。",,
"Unloading in port of import","在进口港口卸货",,
"Unloading of truck in port of export","在出口港口卸货",,
"Upcoming arrivals","即将到货",,
"Upcoming customer deliveries","即将交付的客户",,
"Upcoming supplier arrivals","即将到货的供应商",,
"Update average price","更新平均价格",,
"Update locker for product with id %s to %s","将产品ID%s的货柜更新为%s",,
"Update stock location from product","从产品更新库存位置",,
"Use Case","用例",,
"Use signature for certificate of conformity","使用签名进行合格证",,
"Use tracking number seq as serial number","使用跟踪号序列作为序列号",,
"Used for MRP","用于物料需求计划",,
"Used in DEB/DES","用于报关单/报关表",,
"User","用户",,
"User to alert","要通知的用户",,
"Validate","验证",,
"Validated","已验证",,
"Validated By","验证人",,
"Validated On","验证日期",,
"Validated for invoicing","已验证用于开票",,
"Validation Date","验证日期",,
"Validé pour facturation","已验证用于开票",,
"Valued","已估值",,
"View Direction","查看路线",,
"Virtual","虚拟",,
"Virtual outsourcing stock location","虚拟外包库存位置",,
"Virtual stock locations information","虚拟库存位置信息",,
"Volume in m³","体积（立方米）",,
"WAP","平均采购价",,
"WAP history","平均采购价历史",,
"WAP of the stock location","库存位置的平均采购价",,
"WAP value","平均采购价值",,
"Wap correction","平均采购价修正",,
"Warranty","保修",,
"Warranty expiration date","保修到期日期",,
"Warranty length (in months)","保修期限（月）",,
"Waste default stock location","默认废品库存位置",,
"Without details by stock location","无库存位置详细信息",,
"Wording","文字",,
"Workshop","车间",,
"Workshop default stock location","默认车间库存位置",,
"Yes","是",,
"You can only split line in draft or planned stock move.","您只能在草稿或计划中的移库中拆分行。",,
"You can only split line in incoming stock move.","您只能在入库单中拆分行。",,
"You cannot choose external stock locations for both fields","您不能为两个字段同时选择外部库存位置。",,
"You must configure a Stock module for the company %s","您必须为公司%s配置库存模块",,
"You must configure a customer virtual stock location for the company %s","您必须为公司%s配置客户虚拟库存位置",,
"You must configure a default pickup stock location for the company %s","您必须为公司%s配置默认发货库存位置",,
"You must configure a default receipt stock location for the company %s","您必须为公司%s配置默认收货库存位置",,
"You must configure a default virtual outsource stock location for the company %s","您必须为公司%s配置默认虚拟外包库存位置",,
"You must configure a supplier virtual stock location for the company %s","您必须为公司%s配置供应商虚拟库存位置",,
"You must configure an inventory virtual stock location for the company %s","您必须为公司%s配置库存虚拟库存位置",,
"You must select a stock location","您必须选择一个库存位置",,
"You will modify the volume and therefore the unit weight of your tracking number. This will not have an impact on any stock location lines linked to it. This could generate inconsistencies.","您将修改跟踪号的体积和单位重量。这不会影响与其关联的任何库存位置行。这可能会导致不一致。",,
"Your merge doesn't respect this/these condition(s) : %s","您的合并不满足此/这些条件：%s",,
"import.name","导入",,
"import.verb","导入",,
"stockMove.realDate","移动日期",,
"value:Manual correction","手动修正",,
"value:Stock","库存",,
